0.64,3.52,1.56
4.25,4.08,-1.51
6.33,0.13,-0.08
9.21,3.59,-1.39
-2.16,-0.19,-3.11
-6.94,-1.02,3.06
-12.30,5.76,-0.01
-12.67,-4.96,-1.68
